n_features,features,train_rmse,test_mae,test_rmse,test_r2,intercept,coefficients_json
2,feat_unemployment_rate|overall_homeless,201.41298569915,137.16209278017132,190.82882262478722,-0.008923071873259358,-123.89922461406942,"{""feat_unemployment_rate"":4099.469613815189,""overall_homeless"":-8.698793034353412e-05}"
3,feat_unemployment_rate|overall_homeless|unsheltered_homeless,201.25937703573027,137.3138016795461,190.93509887514074,-0.010047162219897876,-125.39026591614109,"{""feat_unemployment_rate"":4329.251493809133,""overall_homeless"":-0.0007878520768245575,""unsheltered_homeless"":0.0009852251195181178}"
4,feat_median_hh_income|feat_poverty_rate|feat_total_population|overall_homeless,201.4371141620171,137.07757927987402,190.93520353258359,-0.010048269496482964,-1098.4015569162034,"{""feat_median_hh_income"":-0.0004226963655354749,""feat_poverty_rate"":662.4930386576283,""feat_total_population"":2.3172752443176242e-05,""overall_homeless"":-8.664167612309164e-05}"
5,feat_median_hh_income|feat_poverty_rate|feat_total_population|overall_homeless|unsheltered_homeless,201.2855690110001,137.2045068467547,190.9808898229864,-0.010531688776480808,-1157.1664463312188,"{""feat_median_hh_income"":-0.00039021738365571516,""feat_poverty_rate"":643.7974930239869,""feat_total_population"":2.4576068033227875e-05,""overall_homeless"":-0.0007830028136426131,""unsheltered_homeless"":0.0009788582474544358}"
2,feat_poverty_rate|unsheltered_homeless,201.49038868799514,137.15048899877507,191.07841022525494,-0.011563966063346198,30.99433433438122,"{""feat_poverty_rate"":788.2009834189383,""unsheltered_homeless"":-9.107438003485641e-05}"
2,feat_poverty_rate|overall_homeless,201.4562342937054,137.2377383497068,191.22567524693562,-0.013123801048157135,32.41360258286555,"{""feat_poverty_rate"":798.945208605951,""overall_homeless"":-8.58789600988316e-05}"
2,feat_total_population|feat_unemployment_rate,201.48928372088184,137.22906629911836,191.26441549788416,-0.013534338450329919,812.0088321833293,"{""feat_total_population"":-2.1479683657072304e-05,""feat_unemployment_rate"":6517.964811057985}"
3,feat_poverty_rate|overall_homeless|unsheltered_homeless,201.30824524834907,137.403593716689,191.410925892047,-0.015087687396039051,39.83623442656261,"{""feat_poverty_rate"":840.6274495776713,""overall_homeless"":-0.0007734301547070336,""unsheltered_homeless"":0.0009666119338789253}"
3,feat_total_population|feat_unemployment_rate|unsheltered_homeless,201.44036882761372,137.44711688643943,191.64858347695656,-0.017609936866257225,792.6107670854979,"{""feat_total_population"":-2.1060966312765273e-05,""feat_unemployment_rate"":6546.018650508987,""unsheltered_homeless"":-9.180984516257704e-05}"
3,feat_total_population|feat_unemployment_rate|overall_homeless,201.40543233490624,137.53550458771116,191.7761319765497,-0.018964894044431135,776.955245884901,"{""feat_total_population"":-2.0714171199233262e-05,""feat_unemployment_rate"":6558.7329593977975,""overall_homeless"":-8.669936216283991e-05}"
4,feat_total_population|feat_unemployment_rate|overall_homeless|unsheltered_homeless,201.25300242435364,137.6801111452439,191.79140168584172,-0.01912716572012041,702.0195789749239,"{""feat_total_population"":-1.902526494600184e-05,""feat_unemployment_rate"":6587.15202604628,""overall_homeless"":-0.0007849956875990144,""unsheltered_homeless"":0.0009815823836252212}"
3,feat_median_hh_income|feat_poverty_rate|feat_unemployment_rate,201.47231092726526,137.49475951074803,191.86828314021076,-0.019944383614939776,-348.88899461314077,"{""feat_median_hh_income"":-0.0009942234082157863,""feat_poverty_rate"":-379.53945488404054,""feat_unemployment_rate"":9566.080972163967}"
2,feat_median_hh_income|feat_unemployment_rate,201.47542698985666,137.5583658712903,192.2109356248417,-0.023590619885232034,-319.0738861110193,"{""feat_median_hh_income"":-0.0010944884958159126,""feat_unemployment_rate"":8447.016410293098}"
4,feat_median_hh_income|feat_poverty_rate|feat_unemployment_rate|unsheltered_homeless,201.42355848711276,137.73735361303648,192.2752504053763,-0.024275731996332706,-347.9114712988144,"{""feat_median_hh_income"":-0.0009828730664621502,""feat_poverty_rate"":-378.57687075169457,""feat_unemployment_rate"":9593.387374138161,""unsheltered_homeless"":-9.165286897344676e-05}"
5,feat_median_hh_income|feat_poverty_rate|feat_unemployment_rate|overall_homeless|unsheltered_homeless,201.23457766509313,137.95827885118067,192.38470182542233,-0.0254421883306033,-350.5233865747756,"{""feat_median_hh_income"":-0.0009409804346363518,""feat_poverty_rate"":-442.6718447681978,""feat_unemployment_rate"":9964.278170153586,""overall_homeless"":-0.0007883916446972789,""unsheltered_homeless"":0.000986403741254978}"
4,feat_median_hh_income|feat_poverty_rate|feat_unemployment_rate|overall_homeless,201.38849526795755,137.83621906429593,192.4066829727518,-0.025676527997902987,-347.91206315539955,"{""feat_median_hh_income"":-0.0009749400703768852,""feat_poverty_rate"":-385.3412505141911,""feat_unemployment_rate"":9642.1677305819,""overall_homeless"":-8.667527726474562e-05}"
3,feat_median_hh_income|feat_unemployment_rate|unsheltered_homeless,201.4266595131186,137.80978122578563,192.6150128030598,-0.027898848917666363,-318.17183374712545,"{""feat_median_hh_income"":-0.001082881986109064,""feat_unemployment_rate"":8477.165847433913,""unsheltered_homeless"":-9.166769016578073e-05}"
3,feat_median_hh_income|feat_unemployment_rate|overall_homeless,201.3917086336262,137.9044306542182,192.75278024907936,-0.02936977935648777,-317.6420156295833,"{""feat_median_hh_income"":-0.0010767480939178964,""feat_unemployment_rate"":8505.962650551415,""overall_homeless"":-8.662525543811188e-05}"
4,feat_median_hh_income|feat_unemployment_rate|overall_homeless|unsheltered_homeless,201.23881959175736,138.02923067546894,192.7946086774224,-0.029816585797302952,-315.7565501803101,"{""feat_median_hh_income"":-0.0010580024558793492,""feat_unemployment_rate"":8658.483772415699,""overall_homeless"":-0.0007858305227278937,""unsheltered_homeless"":0.0009828843098120027}"
3,feat_median_hh_income|feat_total_population|feat_unemployment_rate,201.4669162975146,138.20558318570392,193.76741520997626,-0.04023533962268999,635.5855968315179,"{""feat_median_hh_income"":-0.0011042762898236622,""feat_total_population"":-2.1991999506576165e-05,""feat_unemployment_rate"":11098.514213538028}"
4,feat_median_hh_income|feat_total_population|feat_unemployment_rate|unsheltered_homeless,201.41847097133586,138.45171382546422,194.1493049026769,-0.04433971003168291,618.159621973415,"{""feat_median_hh_income"":-0.0010925201639328016,""feat_total_population"":-2.1569854676751595e-05,""feat_unemployment_rate"":11077.667740353603,""unsheltered_homeless"":-9.1365480438009e-05}"
5,feat_median_hh_income|feat_total_population|feat_unemployment_rate|overall_homeless|unsheltered_homeless,201.23210460342807,138.56352856603223,194.1608342596639,-0.04446374779578388,531.9158824634309,"{""feat_median_hh_income"":-0.001066821459830004,""feat_total_population"":-1.952766462577673e-05,""feat_unemployment_rate"":11012.09504164564,""overall_homeless"":-0.0007828818552849897,""unsheltered_homeless"":0.0009791258719709386}"
4,feat_median_hh_income|feat_total_population|feat_unemployment_rate|overall_homeless,201.38378162067016,138.53179102685758,194.26166461652613,-0.04554883787820163,603.562083951266,"{""feat_median_hh_income"":-0.0010862541335169974,""feat_total_population"":-2.122141883391171e-05,""feat_unemployment_rate"":11064.350906165479,""overall_homeless"":-8.63264169913817e-05}"
3,feat_poverty_rate|feat_total_population|feat_unemployment_rate,201.4134275128315,141.4883971062207,199.79159935868148,-0.1059221562797168,4342.533384491636,"{""feat_poverty_rate"":-3090.652897873863,""feat_total_population"":-0.00011162171958378517,""feat_unemployment_rate"":29676.36608838018}"
5,feat_poverty_rate|feat_total_population|feat_unemployment_rate|overall_homeless|unsheltered_homeless,201.17751460598473,141.800221556433,200.06807880297853,-0.10898511096652941,4222.3743884943115,"{""feat_poverty_rate"":-3081.71833963444,""feat_total_population"":-0.00010890721732701427,""feat_unemployment_rate"":29678.23549298463,""overall_homeless"":-0.0007877740943965828,""unsheltered_homeless"":0.0009870714052539191}"
4,feat_poverty_rate|feat_total_population|feat_unemployment_rate|unsheltered_homeless,201.36627392974611,141.70681150024367,200.0903833397503,-0.1092323945726359,4282.228122965748,"{""feat_poverty_rate"":-3054.5325678307286,""feat_total_population"":-0.00011015715507829266,""feat_unemployment_rate"":29433.256864683273,""unsheltered_homeless"":-9.013488933989341e-05}"
4,feat_poverty_rate|feat_total_population|feat_unemployment_rate|overall_homeless,201.33170146474615,141.79030755097307,200.17719132634937,-0.11019507070628176,4257.730936987075,"{""feat_poverty_rate"":-3046.708124285172,""feat_total_population"":-0.00010958434633517125,""feat_unemployment_rate"":29387.330397627797,""overall_homeless"":-8.558568839901382e-05}"
4,feat_median_hh_income|feat_poverty_rate|feat_total_population|feat_unemployment_rate,201.4111198871734,141.6300133716953,200.24339381027366,-0.11092951826634256,4026.8252443505685,"{""feat_median_hh_income"":-0.00038371413719666506,""feat_poverty_rate"":-2867.944857283375,""feat_total_population"":-0.00010530423264712724,""feat_unemployment_rate"":29599.254850617832}"
6,feat_median_hh_income|feat_poverty_rate|feat_total_population|feat_unemployment_rate|overall_homeless|unsheltered_homeless,201.17567375360628,141.91915162225132,200.47169764821697,-0.11346417425049138,3940.631039813307,"{""feat_median_hh_income"":-0.0003425369289166494,""feat_poverty_rate"":-2882.892119489434,""feat_total_population"":-0.00010326952742433134,""feat_unemployment_rate"":29609.21415517747,""overall_homeless"":-0.0007869161260951176,""unsheltered_homeless"":0.0009859285260602312}"
5,feat_median_hh_income|feat_poverty_rate|feat_total_population|feat_unemployment_rate|unsheltered_homeless,201.3640011510814,141.85435860451864,200.54313259436955,-0.11425784663142813,3968.971514524644,"{""feat_median_hh_income"":-0.0003807618827102363,""feat_poverty_rate"":-2833.551504947998,""feat_total_population"":-0.00010388882099463402,""feat_unemployment_rate"":29356.82977101256,""unsheltered_homeless"":-9.010119867789988e-05}"
5,feat_median_hh_income|feat_poverty_rate|feat_total_population|feat_unemployment_rate|overall_homeless,201.3294880391494,141.93169547260766,200.62473409001797,-0.11516481965485537,3948.643392179411,"{""feat_median_hh_income"":-0.0003757268057402047,""feat_poverty_rate"":-2828.661256895509,""feat_total_population"":-0.00010339953705734465,""feat_unemployment_rate"":29311.990766126797,""overall_homeless"":-8.55363942698306e-05}"
