max_depth,min_samples_leaf,min_samples_split,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,r2_gap_train_minus_test,rmse_ratio_test_over_train
8,4,6,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
8,4,8,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
10,4,2,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
10,4,4,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
10,4,6,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
10,4,8,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
12,4,2,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
12,4,4,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
12,4,6,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
12,4,8,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
None,4,2,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
None,4,4,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
None,4,6,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
None,4,8,48.9458942632171,150.57671130952383,70.61750147669237,207.17709591955554,0.902558589590129,0.6330930712903795,0.2694655182997495,2.933792496013687
8,1,6,31.31522309711286,147.4234375,55.99910127700284,207.9951614312685,0.9387253300900855,0.630189791839791,0.30853553825029456,3.714258920021024
10,1,6,31.141994750656167,147.64739583333335,55.95575328292273,208.00476221094206,0.9388201568259752,0.6301556511583679,0.3086645056676073,3.717307872869322
12,1,6,31.141994750656167,147.64739583333335,55.95575328292273,208.00476221094206,0.9388201568259752,0.6301556511583679,0.3086645056676073,3.717307872869322
None,1,6,31.141994750656167,147.64739583333335,55.95575328292273,208.00476221094206,0.9388201568259752,0.6301556511583679,0.3086645056676073,3.717307872869322
6,1,6,33.88683914510687,149.64813988095239,58.505967859831166,209.0799655945139,0.9331164674991617,0.6263222228901983,0.3067942446089633,3.573651940865734
5,2,8,50.500149981252356,150.66465773809523,71.34261759365408,209.46604433311938,0.9005472158341139,0.6249409117238468,0.2756063041102671,2.9360577365716303
5,1,8,48.363790889775146,150.49322916666665,70.25831701881107,209.88783531010696,0.9035473085325374,0.6234289166328539,0.28011839189968346,2.987373512717523
5,4,2,53.01334833145857,155.86004464285713,76.21434379334391,212.07362698371708,0.8865009319492507,0.6155447828174265,0.2709561491318242,2.782594672188705
5,4,4,53.01334833145857,155.86004464285713,76.21434379334391,212.07362698371708,0.8865009319492507,0.6155447828174265,0.2709561491318242,2.782594672188705
5,4,6,53.01334833145857,155.86004464285713,76.21434379334391,212.07362698371708,0.8865009319492507,0.6155447828174265,0.2709561491318242,2.782594672188705
5,4,8,53.01334833145857,155.86004464285713,76.21434379334391,212.07362698371708,0.8865009319492507,0.6155447828174265,0.2709561491318242,2.782594672188705
5,1,6,45.539643908147845,153.9515625,68.18130556025646,212.76097685495264,0.9091657798126461,0.6130486357443117,0.29611714406833445,3.1205177886616045
5,2,6,48.48965129358831,154.93549107142857,70.32744974387005,212.76409923436046,0.9033574002543814,0.6130372782307771,0.29032012202360424,3.025335057779564
3,1,2,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,1,4,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,1,6,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,1,8,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,1,12,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,2,2,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,2,4,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,2,6,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,2,8,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,2,12,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,4,2,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,4,4,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
3,4,6,75.49907770816574,139.80277697153423,111.89377127184241,213.44658591121814,0.7553581854790997,0.6105507640411244,0.14480742143797531,1.9075823746494016
